"進歩（する）","shinpo(suru)","n","progress, advance v progress, advance","医学の進歩は著しい","Medical advances are just amazing"
"百","hyaku","num","hundred","百歳まで生きる","I will live to be a hundred years old"
"（お）尻","(o)-shiri","n","hips","彼女はお尻の形がきれいに見えるズボンを履いている","She’s wearing trousers that make her hips look good"
"汚れる","yogoreru","v","dirty, soil","彼はいつも穴の空いた汚れたジーンズをはいている","He always wears torn, dirty jeans"
"産業","sangyou","n","industry","多くのアフリカの国では産業が発達していない","In many African countries industry is underdeveloped"
"前日","zenjitsu","n","eve, previous day","前日に発表の練習をする","They practiced their presentations the previous day"
"吸収（する）","kyuushuu(suru)","n","absorption, assimilation v absorb, assimilate","この布は汗をよく吸収する","This material absorbs perspiration well"
"驚き","odoroki","n","surprise, amazement","彼が独身だったなんて驚きだ","It was a surprise to learn that he was still single"
"ソ連","soren","n","Soviet Union","ソ連の崩壊に皆驚いた","Everyone was surprised at the collapse of the Soviet Union"
"悲しみ","kanashimi","n","sadness, grief","彼女は毎日悲しみにくれていた","She passed every day lost in her grief"
"最低","saitei","n","minimum, lowest","最低五万円は必要だ","It will cost a minimum of fifty thousand yen"
"にんにく","nin’niku","n","garlic","料理ににんにくを使う","We use garlic in cooking"
"順番","junban","n","turn, order","ようやく彼女の順番になった","At last her turn came"
"裁判所","saiban-sho","n","court, courthouse","これは裁判所が課した罰金です","This is the fine imposed by the court"
"観光(する）","kankou(suru)","n","sightseeing v go sightseeing","北海道へ観光に行く","We will go to Hokkaido to go sightseeing"
"申し訳","moushiwake","n","excuse, apology","まことに申し訳ありません","I do apologize"
"葉っぱ","happa","n","leaf","葉っぱが全て落ちてしまった","The leaves have all fallen"
"生き物","ikimono","n","creature, life","あらゆる生き物を大切にしなさい","Care about all living things"
"演出（する）","enshutsu(suru)","n",", v direction, direct","彼が演出を担当します","He is in charge of stage direction"
"本気","honki","n","seriousness, earnestness na-adj serious, earnest","私は本気です","I am serious"
"記入（する）","kinyuu(suru)","n","entry v fill in","書類に名前を記入しなさい","Fill in your name on the form"
"見上げる","miageru","v","look up; respect","空を見上げてごらん","Look up at the sky"
"値","atai","n","price","野菜の値段が上がっている","Vegetable prices are increasing"
"一人暮らし","hitorigurashi","n","living alone, single life","その老婦人は一人暮らしだ","The old lady lives alone"
"趣旨","shushi","n","purpose, intention, point","趣旨がよくわからなかった","I couldn’t get the point"
"柔らかい","yawarakai","i-adj","soft","このパンはとてもやわらかい","This bread is very soft"
"舌","shita","n","tongue","舌を出してください","Stick out your tongue"
"後悔(する）","koukai(suru)","n","repentance, regret v regret","くだらない間違いをしたことを後悔する","I regret making such a silly mistake"
"詰める","tsumeru","v","plug, pack, stuff","お菓子を袋に詰める","We pack sweets into a bag"
"勝利","shouri","n","victory, triumph, winning","そのチームは勝利を収めた","The team won a victory"
"自覚(する）","jikaku(suru)","n","consciousness, awareness v realize","自分の限界を自覚しなさい","You should realize your own limits"
"今朝","kesa","n","this morning","今朝から雨が降っている","It has been raining since this morning"
"総合的","sougou-teki","na-adj","synthetic, integrated, comprehensive","統合的なスキルを身につけるべきだ","You should acquire integrated skills"
"美しさ","utsukushi-sa","n","beauty","彼女の美しさは比類がない","Her beauty is beyond compare"
"法人","houjin","n","corporation","法人の設立を申請する","I apply for the establishment of a corporation"
"滑る","suberu","v","slide, slip; be slippery","雨の後は道路が滑る","The road is slippery after the rain"
"極端","kyokutan","na-adj","extreme","それは極端すぎる","That’s going too far"
"留学（する）","ryuugaku(suru)","n",", v study abroad","留学を決めた","I decided to study abroad"
"念","nen","n","sense, feeling","私は彼女に尊敬の念を抱いている","I have a sense of respect for her"
"銀座","ginza","n","Ginza (place name)","銀座へ出かける","We are going out to Ginza"
"漂う","tadayou","v","drift, float","おいしいカレーのにおいが漂ってくる","The scent of delicious curry is in the air"
"測る","hakaru","v","measure; weigh","その人は家の高さを測っている","The person is measuring the height of a house"
"永遠","eien","n","eternity, permanence","芸術は永遠だ","Art is eternal"
"取り戻す","torimodosu","v","take back, repossess","彼はやっと自信を取り戻した","He got back his confidence"
"いっぺん","ip-pen","n","at the same time; altogether","ネットで別々に注文した品物がいっぺんに届いた","The items I ordered separately on the internet arrived all at the same time"
"門","mon","n","gate","彼は私を門の前で待ってる","He is waiting for me in front of the gate"
"伸び","nobi","n","growth","この木は驚くほど伸びが速い","This tree grows surprisingly fast"
"たどる","tadoru","v","follow, trace, search","彼らは足跡をたどって、犯罪者を見つけた","They found the criminal by following his footprints"
"どなた","donata","pron","who","どなたですか","Who is this?"
"やばい","yabai","i-adj","risky, chancy","やばい仕事に手を出す","He is involved in risky business"
"冗談","joudan","n","joke","彼は冗談ばかり言っている","He is always making jokes"
"巣","su","n","nest","鳥が巣を作っている","A bird is making a nest"
"進展（する）","shinten(suru)","n","progress, development, evolution v develop, progress, advance","私たちは自分たちのビジネスを進展させる必要がある","We need to develop our business"
"手伝い","tetsudai","n","help","母の料理の手伝いをした","I helped my mother with the cooking"
"死亡(する）","shibou(suru)","n","death, decease v die","彼はバスの事故で死亡した","He died in a bus accident"
"細胞","saibou","n","cell","人間の体はたくさんの細胞でできている","The human body is made up of many cells"
"犠牲","gisei","n","sacrifice, expense","戦争で多くの人が犠牲になった","A great many lives were sacrificed during the war"
"殴る","naguru","v","hit, strike","彼は友達の顔を殴った","He hit his friend’s face"
"前後","zengo","n","back and forth","腕を前後に動かす","We are moving our arms back and forth"
"対立(する）","tairitsu(suru)","n","opposition, conflict v be opposed to","その二人の意見は対立していた","The two people’s opinions stood in opposition"
"六日","mui-ka","n","sixth (date); six days","六日まで学校で勉強する","I study at school until the sixth"
"比率","hiritsu","n","ratio, proportion","この事務所の男女の比率が逆転した","The male-female ratio in this office has reversed itself"
"タイ","tai","n","Thailand","タイへ旅行に行く","I’m going on a trip to Thailand"
"放つ","hanatsu","v","fly, loose","その蛍は美しい光を放っている","The firefly is giving off a beautiful light"
"香港","honkon","n","Hong Kong","香港へ観光に行く","I will go to Hong Kong to go sightseeing"
"湖","mizuumi","n","lake","私たちは湖で釣りをしている","We are fishing on the lake"
"稼ぐ","kasegu","v","earn","お金を稼ぐために働く","I work to earn money"
"出現(する）","shutsugen(suru)","n","appearance, dawn, birth, advent v appear","インターネットの出現によって、社会は変わった","With the advent of the Internet, our society has changed"
"真実","shinjitsu","n","truth, reality","真実を話します","I’ll tell you the truth"
"工事（する）","kouji(suru)","n","construction, work v construct","あのビルは、まだ工事中だ","The building is still under construction"
"科学","kagaku","n","science","この問題は現代科学では解明されていない","This problem is not solved by modern science"
"順","jun","n","order","先着順にプレゼントがもらえる","These presents are given on a first-come-first- served basis"
"読者","dokusha","n","reader","この雑誌の読者はほとんどが十代だ","The readers of this magazine are mostly teenagers"
"不足(する）","fusoku(suru)","n","lack, shortage v be insufficient","住宅の不足が深刻だ","The housing shortage is serious"
"社会的","shakai-teki","na-adj","social","社会的な責任を負う","We all have social responsibility"
"限定(する）","gentei(suru)","n","restriction, limitation v restrict, limit","訪問時間は三十分に限定されている","Visiting time is limited to thirty minutes"
"劇団","gekidan","n","theater company","私は劇団に所属している","I am a member of the theater company"
"看護婦","kango-fu","n","nurse (female)","彼女はベテランの看護婦だ","She is a veteran nurse"
"人参","ninjin","n","carrot","にんじんが好きだ","I like carrots"
"一面","ichimen","n","side, facet","物事の一面だけをみて、判断してはいけない","Don’t make a decision based on only one side of things"
"生涯","shougai","n","life, lifetime; career","彼は幸せな生涯を送った","He lived a happy life"
"意思","ishi","n","will, intention","彼らは意思の疎通がうまくいっていない","They do not understand each other"
"追加（する）","tsuika(suru)","n","addition, supplement v add, supplement","追加の注文はできるだけ早くお願いします","Please place additional orders as soon as possible"
"台湾","taiwan","n","Taiwan","私は今週台湾へ行く","I will go to Taiwan this week"
"拭く","fuku","v","wipe, dry","母が布巾でお皿を拭いている","My mother is drying dishes with a cloth"
"レース","reesu","n","race","マラソンレースに参加する","I will participate in a marathon race"
"民族","minzoku","n","people, race, nation","その地域の民族は、違う言葉を話す","The peoples in that area speak different languages"
"天","ten","n","sky, heaven","天の星を見る","I look at the stars in the sky"
"花火","hanabi","n","firework","花火を見に行く","I will go to watch the fireworks"
"項目","koumoku","n","item, heading","必要な項目を考える","I think about the items that we need"
"動向","doukou","n","trend, movement","彼らは今後の動向を知らせる","They advise on future trends"
"日頃","higoro","n","every day","彼は日頃から走っている","He runs every day"
"砂","suna","n","sand","砂が目に入った","The sand got into my eyes"
"大根","daikon","n","Japanese radish, radish","大根を使って料理をする","I cook using Japanese radishes"
"感激(する）","kangeki(suru)","n","deep emotion v be impressed","その日感激したことについて日記を書いた","I wrote in my diary about things that impressed me that day"
"浮く","uku","v","float, suspend","海にたくさんごみが浮いている","Lots of garbage is floating on the sea"
"まして","mashite","adv","much less, much more","彼女は丁寧な言葉も知らないし、まして礼儀は知るはずもない","She doesn’t even know polite language, much less good manners"
"リスク","risuku","n","risk","リスクを最小限に抑える","I will minimize the risk"
"引っ掛かる","hikkakaru","v","catch; be caught","彼はよく詐欺にひっかかる","He is often caught committing fraud"
"オークション","ookushon","n","auction","オークションで一億円で落札された","It was knocked down for"
"ほら","hora","interj","Look!","ほら、あそこにあるよ","Look! It is over there"
"武器","buki","n","weapon","兵士は武器を構えた","The soldiers held the weapons"
"都内","tonai","n","in the city","都内を散策する","We are walking around the city"
"違反（する）","ihan(suru)","n","violation v violate","重大な違反があった","There was a serious violation"
"すっきり（する）","sukkiri(suru)","adv",", v feel refreshed","新鮮な空気を吸うとすっきりする","A breath of fresh air makes me feel refreshed"
"お宅","o-taku","n","your house","明日、お宅へ伺います","I’ll visit your house tomorrow"
"交通","koutsuu","n","traffic; transportation","ここは交通の便が悪い","Public transportation is very poor in this area"
"業界","gyoukai","n","business world","姉は映画業界で働いている","My older sister works in the movie world"
"解放（する）","kaihou(suru)","n","liberation v liberate","人質の解放をめざす","We work for the liberation of the hostage"
"需要","juyou","n","demand","エネルギーの需要が急速に伸びている","Demand for energy is rapidly growing"
"高度","koudo","n","altitude na-adj high, advanced","製造には高度な技術が必要だ","A high level of skill is required to produce it"
"帰国（する）","kikoku(suru)","n",", v going/coming back to one’s own country","留学していた弟が先週帰国した","My younger brother who was studying abroad came back home last week"
"午前中","gozen-chuu","n","in the morning, throughout the morning","午前中に病院へ行った","I went to the hospital in the morning"
"実践（する）","jissen(suru)","n",", v practice","実践を通して技術を学んだ","I learned the technique through practice"
"深刻","shinkoku","na-adj","serious","事態は深刻だ","The situation is serious"
"関係者","kankei-sha","n","person concerned","関係者以外は立入禁止である","No unauthorized entry"
"追いかける","oikakeru","v","run after, chase","パトカーが信号無視をした車を追いかけた","A police car chased after the car which ignored the traffic lights"
"作用（する）","sayou(suru)","n","action v act","この物質は人体に有害な作用を及ぼす","This material has harmful effects on the human body"
"毎週","maishuu","adv","every week","毎週月曜日にミーティングがある","We have a meeting every Monday"
"五つ","itsu-tsu","n","five","リンゴを五つ買った","I bought five apples"
"頻繁","hinpan","na-adj","frequent","この交差点では事故が頻繁に起こる","Traffic accidents occur frequently at this crossing"
"差別（する）","sabetsu(suru)","n","discrimination v discriminate","不当な差別を受けた","I was discriminated against unjustly"
"大声","oogoe","n","loud voice","誰かが大声で叫んだ","Someone cried out"
"長年","naganen","adv","long time; many years","Ａ国とＢ国は長年にわたり対立している","Country A and Country B have been at odds for many years"
"固まり","katamari","n","mass, lump","屋根から大きな雪の固まりが落ちてきた","A large mass of snow fell from the roof"
"快適","kaiteki","na-adj","comfortable","そのホテルは清潔で快適だった","The hotel was clean and comfortable"
"あいつ","aitsu","pron","that fellow; that thing","あいつには負けたくない","I don’t want to be beaten by that fellow"
"研修（する）","kenshuu(suru)","n","training v study","三日間の研修を受けた","I joined in the three-day training"
"沈む","shizumu","v","sink, go down","その船は海の底に沈んだ","The ship sank to the bottom of the sea"
"男子","danshi","n","boy, man","このクラスは女子より男子のほうが多い","There are more boys than girls in this class"
"爪","tsume","n","nail; claw","伸びた爪を切った","I cut my long nails"
"青年","seinen","n","young man","彼は真面目な青年だ","He is an honest young man"
"捕まえる","tsukamaeru","v","catch, arrest","警察が犯人を捕まえた","The police arrested a criminal"
"こいつ","koitsu","pron","this fellow; this thing","こいつは駄目だ","This fellow is no good"
"氷","koori","n","ice","ジュースに氷を入れますか","Do you put ice in the juice?"
"鋭い","surudoi","i-adj","sharp, pointed","このナイフは刃が鋭い","This knife has a sharp blade"
"いじめる","ijimeru","v","torment, bully, tease","動物をいじめてはいけない","You must not torment animals"
"業者","gyousha","n","dealer, agent, operator","この部屋の掃除は業者に頼んである","I asked the cleaning company to clean this room"
"大半","taihan","n","better part, most part","猫は一日の大半を寝て過ごす","The cat spends most of the day sleeping"
"作り上げる","tsukuri-ageru","v","make up, build up","一年かけてこのシステムを作り上げた","We spent one year building up this system"
"三つ目","mit-tsu-me","n","third","三つ目の交差点を左に曲がってください","Turn left at the third crossing"
"支持（する）","shiji(suru)","n","support v support","この大統領は絶大な支持を受けている","This President receives great support"
"九日","kokono-ka","n","ninth (date); nine days","九日は私の誕生日だった","The ninth was my birthday"
"雌","mesu","n","female animal","この猫は雄ですか、雌ですか","Is this cat male or female?"
"跡","ato","n","track, trail; mark, sign","タイヤの跡が残っている","There are tire tracks left behind"
"トマト","tomato","n","tomato","トマトのサラダを食べた","I ate a tomato salad"
"エピソード","episoodo","n","episode, anecdote","彼には面白いエピソードがたくさんある","He has a lot of interesting anecdotes"
"真","makoto","n","truth, fact","それは真か","Is it the truth?"
"訪問（する）","houmon(suru)","n","visit, call v visit, call (on)","首相がA国を訪問した","The prime minister visited Country A"
"スピーチ","supiichi","n","speech","友人に結婚式のスピーチを頼んだ","I asked my friend to make a speech at the wedding ceremony"
"一見","ikken","adv","at a glance","一見同じようだが、実は違う","They look the same at first glance, but in fact they are different"
"足元","ashimoto","n","at one’s feet; step","足元に転がってきたボールを拾った","I picked up the ball which rolled to my feet"
"台所","daidokoro","n","kitchen","母は台所にいます","My mother is in the kitchen"
"毛","ke","n","hair; fur; wool","この犬は毛がやわらかい","This dog has soft fur"
"一点","it-ten","n","point, single point","皆の関心は、その一点に集中した","Everybody’s interest was concentrated on that point"
"支給（する）","shikyuu(suru)","n","provision, payment v provide, pay","通勤手当が支給される","A commutation allowance is paid"
"経費","keihi","n","expense, cost","この計画には莫大な経費がかかる","This plan requires huge expense"
"晴れる","hareru","v","clear up, be dispelled; be refreshed","天気予報によると、今日は晴れるそうです","According to the weather forecast, it will be fine today"
"感心（する）","kanshin(suru)","n","admiration v admire","彼の努力に感心した","I admired his effort"
"ポケット","poketto","n","pocket","彼はポケットから何か取り出した","He took something out from his pocket"
"決意（する）","ketsui(suru)","n","determination v resolve","彼の決意は固いようだ","His determination seems to be firm"
"法則","housoku","n","law","ニュートンは万有引力の法則を発見した","Newton discovered the law of universal gravitation"
"資産","shisan","n","assets, property","彼は十分な資産がある","He has enough assets"
"慎重","shinchou","na-adj","careful, discreet","慎重に検討するべきだ","You should examine it carefully"
"尊敬（する）","sonkei(suru)","n","respect v respect","私は彼を尊敬している","I respect him"
"尽くす","tsukusu","v","do one’s best, devote; exhaust","勝つために全力を尽くすつもりだ","I will do my best to win"
"謎","nazo","n","mystery, riddle","ついに事件の謎が解けた","The mystery of the murder was finally solved"
"田んぼ","tanbo","n","rice field","うちは田んぼに囲まれている","My house is surrounded by rice fields"
"評判","hyouban","n","reputation; popularity","評判どおりあの店の料理はおいしかった","The food at that restaurant was as delicious as reputed"
"寒さ","samu-sa","n","cold","今年の冬は寒さが厳しい","It is bitterly cold this winter"
"天井","tenjou","n","ceiling","この家は天井が高い","This house has high ceilings"
"池袋","ikebukuro","n","Ikebukuro (place name)","池袋のデパートで買い物をした","I did my shopping at a department store in Ikebukuro"
"せめて","semete","adv","at least, at most","次のテストではせめて七十点は取りたい","I want to get"
"喫茶店","kissa-ten","n","tearoom, coffee shop, café","喫茶店でコーヒーを飲んだ","I had some coffee in a cafe"
"従業員","juugyou-in","n","employee, worker","このホテルの従業員はみんな若い","All the employees in this hotel are young"
"嫁","yome","n","wife; bride; daughter-in-law","嫁と姑はいい関係だ","My wife and my mother have a good relationship"
"浮かべる","ukaberu","v","float; show; imagine","子供達が池に船を浮かべて遊んでいる","Children are playing, floating a boat on the pond"
"災害","saigai","n","disaster, calamity","いつ大きな災害が起きるかわからない","Nobody knows when a great disaster will happen"
"国際的","kokusai-teki","na-adj","international","解決には国際的な協力が必要だ","International cooperation is necessary for the solution"
"髪の毛","kaminoke","n","hair","床に髪の毛が落ちている","Hair has fallen on the floor"
"加入（する）","kanyuu(suru)","n","admission, joining v join","健康保険に加入する","I will join the health insurance scheme"
"受け付け","uketsuke","n","acceptance, information desk, reception (desk)","受け付けは昨日締め切られました","The deadline for accepting applications was yesterday"
"玉","tama","n","ball; coin","子供達が小さい玉を転がして遊んでいる","Children are playing, rolling small balls"
"型","kata","n","model, pattern, type","古い型のパソコンを安く買った","I bought an old model of PC cheaply"
"順調","junchou","na-adj","satisfactory, favorable, smooth","新事業は順調なスタートを切った","The new business made a favorable start"
"専門","senmon","n","specialty, speciality","彼女の専門は法律だ","Her specialty is law"
"供給（する）","kyoukyuu(suru)","n",", v supply","需要が急増して、供給が追いつかない","Demand has increased rapidly and supply cannot keep up"
"振り","furi","n","pretence","私は知らない振りをした","I pretended not to know"
"建築（する）","kenchiku(suru)","n","architecture, construction v build","ここにマンションが建築される予定だ","An apartment building will be built here"
"利用者","riyou-sha","n","user","このサービスの利用者は毎年増えている","The number of users of this service increases every year"
"多様","tayou","na-adj","various","多様なニーズに応える努力をする","I make efforts to meet various needs"
"鉄道","tetsudou","n","railroad, railway","開通したばかりの鉄道を利用した","I used the railroad which had just been opened"
"役員","yakuin","n","official, director","会社の役員が集まった","The directors of the company gathered"
"設備","setsubi","n","equipment, facilities","あの病院は設備が整っている","That hospital is well-equipped"
"悪化（する）","akka(suru)","n","change for the worse v worsen","治安が悪化している","Public safety is deteriorating"
"用","you","n","something to do; use","用があって、行けないんです","I can’t go because I have something to do"
"ただいま","tadaima","adv","now, just now, at once; I’m back!","ただいま参ります","I’m coming just now"
"遺跡","iseki","n","ruins, remains","父は古代の遺跡を訪ねるのが好きだ","My father likes visiting ancient ruins"
"消費（する）","shouhi(suru)","n","consumption v consume","この村の人々は魚を多く消費する","The people of this village consume a lot of fish"
"模様","moyou","n","pattern, design, look","彼は不思議な模様の服を着ていた","He wore clothes of a strange design"
"深める","fukameru","v","deepen","環境問題への理解を深めたい","I want to deepen my understanding of environmental problems"
"パパ","papa","n","papa, dad","うちのパパは優しい","My dad is kind"
"文","bun","n","sentence","わかりにくいので、この文を直してください","Please correct this sentence because it is difficult to understand"
"中国人","chuugoku-jin","n","Chinese (person)","彼は中国人だ","He is Chinese"
"活性化（する）","kassei-ka(suru)","n","revitalization v revitalize","経済を活性化する政策が必要だ","Policies to revitalize the economy are required"
"聖書","seisho","n","Bible","毎日聖書を読む","I read the Bible every day"
"神経","shinkei","n","nerve","歯医者で歯の神経を抜いた","I had root canal treatment at the dentist"
"混乱（する）","konran(suru)","n","confusion v get confused","混乱して、何も考えられない","I’m confused, so I can’t think about anything"
"ど","do","p","but (Classical)","声は聞こえど姿は見えない","I can hear a voice, but I can’t see anyone"
"癒す","iyasu","v","heal, cure, recover from","ゆっくり休んで、仕事のストレスを癒した","I took a good rest and recovered from work-related stress"
"磨く","migaku","v","polish, brush; improve","寝る前に歯を磨く","I brush my teeth before going to bed"
"動作（する）","dousa(suru)","n","movement, operation v operate","パソコンの動作が遅くなった","The PC was running slowly"
"コンサート","konsaato","n","concert","一緒にクラシックのコンサートに行かない？","Would you like to come to a classical music concert with me?"
"粉","kona","n","flour, powder","食後にこの粉の薬を飲んでください","Take this powdered medicine after meals"
"賛成（する）","sansei(suru)","n","agreement v agree","この意見に賛成の人は手を挙げてください","Please raise your hand if you agree with this opinion"
"形態","keitai","n","form","現代はさまざまな雇用形態がある","There are various forms of employment in the present day"
"部下","buka","n","subordinate","この仕事は部下に任せよう","I will entrust this job to my subordinate"
"二十世紀","nijis-seiki","n","twentieth century","この戦争は二十世紀の初めに起きた","This war happened at the beginning of the twentieth century"
"勤務（する）","kinmu(suru)","n","service, duty, work v work, serve","父は勤務中に倒れた","My father fell while on duty"
"恋愛（する）","ren’ai(suru)","n","love (romantic) v love","彼女からよく恋愛について相談された","I was often consulted by her about love"
"誤解（する）","gokai(suru)","n","misunderstanding v misunderstand","あいまいな言い方は誤解を招く","Vague expressions cause misunderstanding"
"直前","chokuzen","n","just before","出発の直前まで、行くかどうか悩んだ","I worried about whether or not to go until just before departure"
"平均（する）","heikin(suru)","n","average v average","睡眠時間は平均すると一日六時間ぐらいだ","I sleep six hours a night on average"
"出身","shusshin","n","hometown; alma mater","ご出身はどちらですか","Where are you from?"
"区","ku","n","ward, district","この区には外国人が多く住んでいる","Many foreigners live in this ward"
"しょう油","shouyu","n","soy sauce","さしみにしょう油をつけて食べる","I eat sashimi with soy sauce"
"こつ","kotsu","n","knack","この料理を上手に作るこつを教えてください","Teach me the knack of making this dish well"
"翻訳（する）","hon’yaku(suru)","n","translation v translate","ロシア文学の翻訳をやっています","I do translation of Russian literature"
"ぼおっと","bootto","adv","vacantly; dimly","彼女は窓の外をぼおっと見ていた","She looked vacantly out of the window"
"ソース","soosu","n","sauce; source","このステーキのソースがおいしい","The sauce on this steak is delicious"
"固まる","katamaru","v","harden; become certain","卵が固まったら、火を止めてください","When the egg hardens, turn off the heat"
"ステージ","steeji","n","stage","ステージに上がってください","Please come up onto the stage"
"ストーリー","sutoorii","n","story","この映画のストーリーを簡単に教えてください","Tell me the story of this film briefly"
"越す","kosu","v","cross, pass","この鳥は毎年この地方で冬を越す","These birds pass the winter in this district every year"
"まとまる","matomaru","v","be well arranged; be united; be settled","みんなの意見がなかなかまとまらない","Everyone’s opinions are not readily united"
"始まり","hajimari","n","beginning, origin","新しい一日の始まりだ","It’s the beginning of a new day"
"解く","toku","v","untie; solve; remove","彼はすらすらとその問題を解いた","He solved the question easily"
"別れ","wakare","n","parting, farewell","彼女に別れを告げた","I said good-bye to my girlfriend"
"女房","nyoubou","n","wife","うちの女房は倹約家だ","My wife is thrifty"
"才能","sainou","n","talent, ability","このピアニストは素晴らしい才能を持っている","This pianist has a splendid talent"
"背後","haigo","n","back; background","この事件の背後に潜む問題を明らかにしよう","Let’s clarify the problem underlying this case"
"通過（する）","tsuuka(suru)","n","passage v pass","この電車は今、A駅を通過しています","This train is passing station A now"
"確信（する）","kakushin(suru)","n","conviction v be convinced","確信を持って「そうだ」と言える","I can say “Yes, it is ” with conviction"
"株","kabu","n","stump; stock, share","A社の株を買った","I bought stocks in Company A"
"いまさら","imasara","adv","now (after such a long time)","そんなこと、いまさら彼女に聞けないよ","I can’t ask her such a thing now"
"強力","kyouryoku","na-adj","strong, powerful","彼は強力なリーダーシップを持っている","He has a strong leadership"
"神戸","koube","n","Kobe","小さい頃、神戸に住んでいた","When I was a child, I lived in Kobe"
"見出だす","miidasu","v","find, discover","多くの人々がそこに価値を見出した","Many people found the value in it"
"北朝鮮","kitachousen","n","Democratic People’s Republic of Korea, North Korea","A氏は北朝鮮で生まれた","Mr A was born in North Korea"
"側面","sokumen","n","side; flank","さまざまな側面から考える必要がある","It is necessary to think about it from various sides"
"誇り","hokori","n","pride, honor","息子を誇りに思う","I’m proud of my son"
"作り","tsukuri","n","make, construction","このスーツの作りはいかがですか","Do you like the make of this suit?"
"米","bei","n","meter","この土地の広さは二十平米だ","The area of this land is twenty square meters"
"崩壊（する）","houkai(suru)","n",", v collapse","そのビルは地震で崩壊した","The building collapsed in the earthquake"
"直ちに","tadachini","adv","immediately, directly","このような行為は直ちにやめるべきだ","You must stop doing this immediately"
"本書","honsho","n","this book","その答えは本書を読めばわかる","You will understand the answer if you read this book"
"器","utsuwa","n","container","余った料理を器に入れて持って帰った","I put the leftovers into a container and took it home"
"血液","ketsueki","n","blood","大量の血液が必要だ","A large quantity of blood is needed"
"衝撃","shougeki","n","shock, impact","その事件に強い衝撃を受けた","I was greatly shocked by the affair"
"嫌がる","iyagaru","v","be reluctant; hate","息子が幼稚園へ行くのを嫌がる","My son is reluctant to go to nursery school"
"製造（する）","seizou(suru)","n","production v produce","医薬品の製造に携わっている","I am engaged in the production of pharmaceutical products"
"とりわけ","toriwake","adv","especially","この地域の夏はとりわけ暑い","It is especially hot in this area in summer"
"気配","kehai","n","indication, sign","人の気配を感じて、振り返った","Feeling there was someone behind me, I looked back"
"理論","riron","n","theory","彼は独自の理論を打ち立てた","He established an original theory"
"流行（する）","ryuukou(suru)","n","fashion, epidemic v come into fashion, be rife","最新の流行を取り入れた商品です","This is a product which incorporates the latest fashion"
"見解","kenkai","n","opinion, view","両者の間には見解の相違があるようだ","There seems to be a difference of opinion between the two"
"承認（する）","shounin(suru)","n","approval v approve","議会の承認を得なければならない","The approval of the assembly is required"
"単位","tan’i","n","unit, credit","長さの単位は国によって違う","The unit of length differs from country to country"
"掘る","horu","v","dig","庭に穴を掘って、生ごみを埋めた","I dug a hole in the garden and buried the kitchen garbage in it"
"歌詞","kashi","n","song lyrics","間違えないように、歌詞を見ながら歌った","In order not to make a mistake, I looked at the lyrics while singing"
"絡む","karamu","v","get entangled, involve; pick a quarrel","さまざまな問題が複雑に絡んでいる","It is complicated by various problems"
"文明","bunmei","n","civilization","ここに高度な文明を持つ国が存在した","A country with an advanced civilization existed here"
"長崎","nagasaki","n","Nagasaki","長崎は坂が多い町だ","Nagasaki is a town of many hills"
"構える","kamaeru","v","get set, get ready; set up","記者たちは一斉にカメラを構えた","Reporters held up cameras all at once"
"わー","waa","interj","wow!","わー、きれい！","Wow! How beautiful!"
"発音（する）","hatsuon(suru)","n","pronunciation v pronounce","正しく発音できません","I can’t pronounce it correctly"
"共有（する）","kyouyuu(suru)","n",", v share","みんなで情報を共有する","We share the information with each other"
"勝負（する）","shoubu(suru)","n","victory or defeat, match v play","チャンピオンに勝負を挑んだ","He challenged the champion to a match"
"住まい","sumai","n","house, residence","郊外に住まいを構えた","I set up home in the suburbs"
"重大","juudai","na-adj","serious, important","この事件は国際関係に重大な影響を及ぼす","This case has a serious effect on international relations"
"各国","kak-koku","n","each country, various countries","会議のために各国の代表が集まる","The representatives from each country gather to hold a meeting"
"無理矢理","muriyari","adv","forcibly, against one’s will","欲しくもないものを無理矢理買わされた","I was made to buy something that I didn’t want against my will"
"出品（する）","shuppin(suru)","n","exhibit v submit","私の絵がコンテストに出品されることになった","My painting will be submitted to the contest"
"祈る","inoru","v","pray, wish","世界の平和を祈る","I pray for world peace"
"メモ（する）","memo(suru)","n","memo v take notes","メモをとりながら、講演を聞いた","I took notes while listening to the lecture"
"平日","heijitsu","n","weekday","平日の昼間はうちにいないことが多い","I’m often away from home in the daytime on weekdays"
"支払い","shiharai","n","payment","家賃の支払いが遅れた","Payment of the rent was late"
"皮膚","hifu","n","skin","目の周りは皮膚が薄い","The skin around the eyes is thin"
"反面","hanmen","n","other side","嬉しい反面、少し悲しい","I’m glad, but on the other hand slightly sad"
"代表的","daihyou-teki","na-adj","representative, typical","トマトは代表的な夏野菜だ","Tomatoes are typical summer vegetables"
"整う","totonou","v","be ready; be well-regulated","準備が整うまで少々お待ちください","Please wait a moment until the preparations are complete"
"初心者","shoshin-sha","n","beginner","これは初心者向けのクラスです","This is a class for beginners"
"たどり着く","tadoritsuku","v","finally arrive at, struggle along to","ようやく頂上にたどり着いた","I finally arrived at the top"
"焼ける","yakeru","v","be burned; be roasted; be sunburned","火事で家が焼けた","My house was burnt by the fire"
"合併（する）","gappei(suru)","n","combination, merger v combine, merge","合併により、A市はB市になった","City A became City B in the merger"
"ウサギ","usagi","n","rabbit","彼女はウサギを飼っている","She keeps a rabbit"
